SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U18K48180,U18K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"180""",,15450 lbs,83.0 lbs,,
U18K30192,U18K,RACK-K,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is providing a solid and reliable solution for high-traffic areas.",55,,,"30""",,"192""",,15450 lbs,82.0 lbs,,
U18K36192,U18K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 36"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"36""",,"192""",,15450 lbs,85.0 lbs,,
U18K48192,U18K,RACK-K,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"192""",,15450 lbs,93.0 lbs,,
BS6T4096,BS6T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"4.0""","96""",4287 lbs,24.0 lbs,,
BS6K4096,BS6K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"4.0""","96""",4287 lbs,24.0 lbs,,
BS6T4596,BS6T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"4.5""","96""",5170 lbs,26.0 lbs,,
BS6K4596,BS6K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"4.5""","96""",5170 lbs,26.0 lbs,,
BS4T45108,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"4.5""","108""",5624 lbs,35.0 lbs,,
BS4K45108,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"4.5""","108""",5624 lbs,35.0 lbs,,
BS4T50120,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.0""","120""",6000 lbs,41.0 lbs,,
BS4K50120,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"5.0""","120""",6000 lbs,41.0 lbs,,
BS4T60144,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","144""",6690 lbs,55.9 lbs,,
BS4K60144,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","144""",6690 lbs,55.9 lbs,,
BS6T3548,BS6T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"3.5""","48""",6960 lbs,12.0 lbs,,
BS6T3554,BS6T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"3.5""","54""",6186 lbs,14.0 lbs,,
BS6T3560,BS6T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"3.5""","60""",5567 lbs,15.0 lbs,,
BS6T3566,BS6T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"3.5""","66""",5061 lbs,16.0 lbs,,
BS6T3572,BS6T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"3.5""","72""",4640 lbs,17.0 lbs,,
BS6T3578,BS6T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"3.5""","78""",4282 lbs,21.0 lbs,,
BS6T3584,BS6T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"3.5""","84""",3977 lbs,22.0 lbs,,
BS6T3590,BS6T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"3.5""","90""",3712 lbs,24.0 lbs,,
BS6T3592,BS6T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"3.5""","92""",3605 lbs,24.0 lbs,,
BS6T3596,BS6T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"3.5""","96""",3420 lbs,22.2 lbs,,
BS6T35102,BS6T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"3.5""","102""",3029 lbs,26.0 lbs,,
BS6T35108,BS6T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"3.5""","108""",2702 lbs,27.0 lbs,,
BS6T35114,BS6T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"3.5""","114""",2425 lbs,29.0 lbs,,
BS6T35120,BS6T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"3.5""","120""",2189 lbs,30.0 lbs,,
